Amikacin,Amoxicillin-Ampicillin,Amoxicillin-Clavulanate,Cefazolin,Cefoxitin,Ceftazidime,Ceftriaxone-Cefotaxime,Chloramphenicol,Ciprofloxacin,Colistin,Gentamicin,Imipenem,Nalidixic Acid,Nitrofurantoin,Ofloxacin,Trimethoprim-Sulfamethoxazole
0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0
1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0
0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0
1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1
0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1
